"Termos","Freq","Código"
"walk",5,5787
"wall",1,5788
"walli",1,5789
"wallinga",1,5790
"want",4,5791
"ward",4,5792
"warn",1,5793
"wasestablish",1,5794
"washout",4,5795
"wast",3,5796
"watch",1,5797
"water",22,5798
"watson",1,5799
"wave",7,5800
"wavelet",13,5801
"weak",4,5802
"weaker",1,5803
"weakli",2,5804
"wean",2,5805
"weather",1,5806
"web",3,5807
"websit",4,5808
"wecon",1,5809
"wedderburn",1,5810
"weed",5,5811
"week",12,5812
"weekend",1,5813
"weekli",7,5814
"weibul",33,5815
"weigh",1,5816
"weight",68,5817
"weinstein",1,5818
"weissenberg",3,5819
"welfar",4,5820
"well",118,5821
"wendlingg",1,5822
"went",1,5823
"west",1,5824
"westin",1,5825
"wet",6,5826
"weth",1,5827
"wheat",1,5828
"wheelchair",2,5829
"wheelless",1,5830
"whelm",1,5831
"whenev",1,5832
"wherea",7,5833
"wherev",1,5834
"whether",30,5835
"whilst",1,5836
"white",10,5837
"whitnei",1,5838
"whole",5,5839
"whoqol",1,5840
"whose",28,5841
"wide",39,5842
"wider",3,5843
"widespread",3,5844
"width",2,5845
"wilcox",1,5846
"wild",1,5847
"wilk",3,5848
"will",105,5849
"william",1,5850
"willmott",2,5851
"win",4,5852
"wind",4,5853
"window",2,5854
"wish",2,5855
"wishart",1,5856
"wit",1,5857
"within",27,5858
"without",33,5859
"withth",1,5860
"wnn",1,5861
"woe",2,5862
"woman",3,5863
"women",48,5864
"wood",3,5865
"word",38,5866
"work",344,5867
"worker",14,5868
"workerson",1,5869
"workflow",1,5870
"workshop",8,5871
"world",43,5872
"worldclim",1,5873
"worldwid",4,5874
"worm",1,5875
"wors",5,5876
"worsen",2,5877
"worship",1,5878
"worst",7,5879
"worth",2,5880
"worthi",1,5881
"wretman",1,5882
"write",5,5883
"written",2,5884
"wrong",1,5885
"wtpc",5,5886
"wuhan",1,5887
"wüsrzburg",1,5888
"xµ",1,5889
"xavier",1,5890
"xgboost",1,5891
"xie",1,5892
"xii",4,5893
"xiii",3,5894
"xingó",2,5895
"xiv",2,5896
"xkr",2,5897
"xt-",1,5898
"xt-d",1,5899
"xuax-",1,5900
"year",110,5901
"yellow",5,5902
"yet",12,5903
"yield",7,5904
"yime",1,5905
"yisus",1,5906
"young",4,5907
"younger",1,5908
"yule",7,5909
"zambi",1,5910
"zarb",3,5911
"zationparamet",1,5912
"zava",1,5913
"zealand",2,5914
"zed",1,5915
"zeferino",1,5916
"zeilei",1,5917
"zelin",1,5918
"zeng",1,5919
"zero",81,5920
"zhang",2,5921
"zhangzh",1,5922
"zheng",1,5923
"zidd",1,5924
"zika",2,5925
"zinbr",1,5926
"zinc",1,5927
"zip",3,5928
"zone",10,5929
"zoonos",1,5930
"zoonot",3,5931
"zootechn",1,5932
"zsulkin",1,5933
"zucco",1,5934
"zygmund",1,5935
