"Termos","Freq","Documento","IES"
"receiv",2,10,11
"reciat",1,10,11
"regress",1,10,11
"remuner",1,10,11
"requir",1,10,11
"research",4,10,11
"resourc",1,10,11
"search",1,10,11
"section",2,10,11
"servic",1,10,11
"show",1,10,11
"softwar",1,10,11
"sourc",2,10,11
"spss",2,10,11
"state",1,10,11
"statist",1,10,11
"strategi",2,10,11
"structur",2,10,11
"studi",4,10,11
"suppli",1,10,11
"team",3,10,11
"therest",1,10,11
"theresult",1,10,11
"thu",1,10,11
"tood",1,10,11
"transfer",5,10,11
"tteranalyz",1,10,11
"tto",1,10,11
"tween",1,10,11
"ufpb",1,10,11
"usingr",1,10,11
"valu",1,10,11
"variabl",2,10,11
"version",1,10,11
"view",1,10,11
"ward",1,10,11
"wasestablish",1,10,11
"wecon",1,10,11
"well",1,10,11
"will",3,10,11
"withth",1,10,11
"work",2,10,11
"worker",2,10,11
"workerson",1,10,11
"yisus",1,10,11
"access",2,11,11
"accord",1,11,11
"acquisit",1,11,11
"action",1,11,11
"activ",1,11,11
"adapt",3,11,11
"addit",1,11,11
"among",1,11,11
"analysi",7,11,11
"analyz",1,11,11
"annual",1,11,11
"approach",1,11,11
"assist",3,11,11
"auxiliari",5,11,11
"benefit",1,11,11
